intervalNumber	intervalChrom	intervalStart	intervalEnd
505041	chr17	34380001	34390000
505042	chr17	34385001	34395000
505043	chr17	34390001	34400000
505044	chr17	34395001	34405000
505045	chr17	34400001	34410000
505046	chr17	34405001	34415000
505047	chr17	34410001	34420000
505048	chr17	34415001	34425000
505049	chr17	34420001	34430000
505050	chr17	34425001	34435000
505051	chr17	34430001	34440000
505052	chr17	34435001	34445000
505053	chr17	34440001	34450000
505054	chr17	34445001	34455000
505055	chr17	34450001	34460000
505056	chr17	34455001	34465000
505057	chr17	34460001	34470000
505058	chr17	34465001	34475000
505059	chr17	34470001	34480000
505060	chr17	34475001	34485000
505061	chr17	34480001	34490000
505062	chr17	34485001	34495000
505063	chr17	34490001	34500000
505064	chr17	34495001	34505000
505065	chr17	34500001	34510000
505066	chr17	34505001	34515000
505067	chr17	34510001	34520000
505068	chr17	34515001	34525000
505069	chr17	34520001	34530000
505070	chr17	34525001	34535000
505071	chr17	34530001	34540000
505072	chr17	34535001	34545000
505073	chr17	34540001	34550000
505074	chr17	34545001	34555000
505075	chr17	34550001	34560000
505076	chr17	34555001	34565000
505077	chr17	34560001	34570000
505078	chr17	34565001	34575000
505079	chr17	34570001	34580000
505080	chr17	34575001	34585000
505081	chr17	34580001	34590000
505082	chr17	34585001	34595000
505083	chr17	34590001	34600000
505084	chr17	34595001	34605000
505085	chr17	34600001	34610000
505086	chr17	34605001	34615000
505087	chr17	34610001	34620000
505088	chr17	34615001	34625000
505089	chr17	34620001	34630000
505090	chr17	34625001	34635000
505091	chr17	34630001	34640000
505092	chr17	34635001	34645000
505093	chr17	34640001	34650000
505094	chr17	34645001	34655000
505095	chr17	34650001	34660000
505096	chr17	34655001	34665000
505097	chr17	34660001	34670000
505098	chr17	34665001	34675000
505099	chr17	34670001	34680000
505100	chr17	34675001	34685000
505101	chr17	34680001	34690000
505102	chr17	34685001	34695000
505103	chr17	34690001	34700000
505104	chr17	34695001	34705000
505105	chr17	34700001	34710000
505106	chr17	34705001	34715000
505107	chr17	34710001	34720000
505108	chr17	34715001	34725000
505109	chr17	34720001	34730000
505110	chr17	34725001	34735000
505111	chr17	34730001	34740000
505112	chr17	34735001	34745000
505113	chr17	34740001	34750000
505114	chr17	34745001	34755000
505115	chr17	34750001	34760000
505116	chr17	34755001	34765000
505117	chr17	34760001	34770000
505118	chr17	34765001	34775000
505119	chr17	34770001	34780000
505120	chr17	34775001	34785000
505121	chr17	34780001	34790000
505122	chr17	34785001	34795000
505123	chr17	34790001	34800000
505124	chr17	34795001	34805000
505125	chr17	34800001	34810000
505126	chr17	34805001	34815000
505127	chr17	34810001	34820000
505128	chr17	34815001	34825000
505129	chr17	34820001	34830000
505130	chr17	34825001	34835000
505131	chr17	34830001	34840000
505132	chr17	34835001	34845000
505133	chr17	34840001	34850000
505134	chr17	34845001	34855000
505135	chr17	34850001	34860000
505136	chr17	34855001	34865000
505137	chr17	34860001	34870000
505138	chr17	34865001	34875000
505139	chr17	34870001	34880000
505140	chr17	34875001	34885000
505141	chr17	34880001	34890000
505142	chr17	34885001	34895000
505143	chr17	34890001	34900000
505144	chr17	34895001	34905000
505145	chr17	34900001	34910000
505146	chr17	34905001	34915000
505147	chr17	34910001	34920000
505148	chr17	34915001	34925000
505149	chr17	34920001	34930000
505150	chr17	34925001	34935000
505151	chr17	34930001	34940000
505152	chr17	34935001	34945000
505153	chr17	34940001	34950000
505154	chr17	34945001	34955000
505155	chr17	34950001	34960000
505156	chr17	34955001	34965000
505157	chr17	34960001	34970000
505158	chr17	34965001	34975000
505159	chr17	34970001	34980000
505160	chr17	34975001	34985000
505161	chr17	34980001	34990000
505162	chr17	34985001	34995000
505163	chr17	34990001	35000000
505164	chr17	34995001	35005000
505165	chr17	35000001	35010000
505166	chr17	35005001	35015000
505167	chr17	35010001	35020000
505168	chr17	35015001	35025000
505169	chr17	35020001	35030000
505170	chr17	35025001	35035000
505171	chr17	35030001	35040000
505172	chr17	35035001	35045000
505173	chr17	35040001	35050000
505174	chr17	35045001	35055000
505175	chr17	35050001	35060000
505176	chr17	35055001	35065000
505177	chr17	35060001	35070000
505178	chr17	35065001	35075000
505179	chr17	35070001	35080000
505180	chr17	35075001	35085000
505181	chr17	35080001	35090000
505182	chr17	35085001	35095000
505183	chr17	35090001	35100000
505184	chr17	35095001	35105000
505185	chr17	35100001	35110000
505186	chr17	35105001	35115000
505187	chr17	35110001	35120000
505188	chr17	35115001	35125000
505189	chr17	35120001	35130000
505190	chr17	35125001	35135000
505191	chr17	35130001	35140000
505192	chr17	35135001	35145000
505193	chr17	35140001	35150000
505194	chr17	35145001	35155000
505195	chr17	35150001	35160000
505196	chr17	35155001	35165000
505197	chr17	35160001	35170000
505198	chr17	35165001	35175000
505199	chr17	35170001	35180000
505200	chr17	35175001	35185000
505201	chr17	35180001	35190000
505202	chr17	35185001	35195000
505203	chr17	35190001	35200000
505204	chr17	35195001	35205000
505205	chr17	35200001	35210000
505206	chr17	35205001	35215000
505207	chr17	35210001	35220000
505208	chr17	35215001	35225000
505209	chr17	35220001	35230000
505210	chr17	35225001	35235000
505211	chr17	35230001	35240000
505212	chr17	35235001	35245000
505213	chr17	35240001	35250000
505214	chr17	35245001	35255000
505215	chr17	35250001	35260000
505216	chr17	35255001	35265000
505217	chr17	35260001	35270000
505218	chr17	35265001	35275000
505219	chr17	35270001	35280000
505220	chr17	35275001	35285000
505221	chr17	35280001	35290000
505222	chr17	35285001	35295000
505223	chr17	35290001	35300000
505224	chr17	35295001	35305000
505225	chr17	35300001	35310000
505226	chr17	35305001	35315000
505227	chr17	35310001	35320000
505228	chr17	35315001	35325000
505229	chr17	35320001	35330000
505230	chr17	35325001	35335000
505231	chr17	35330001	35340000
505232	chr17	35335001	35345000
505233	chr17	35340001	35350000
505234	chr17	35345001	35355000
505235	chr17	35350001	35360000
505236	chr17	35355001	35365000
505237	chr17	35360001	35370000
505238	chr17	35365001	35375000
505239	chr17	35370001	35380000
505240	chr17	35375001	35385000
505241	chr17	35380001	35390000
505242	chr17	35385001	35395000
505243	chr17	35390001	35400000
505244	chr17	35395001	35405000
505245	chr17	35400001	35410000
505246	chr17	35405001	35415000
505247	chr17	35410001	35420000
505248	chr17	35415001	35425000
505249	chr17	35420001	35430000
505250	chr17	35425001	35435000
505251	chr17	35430001	35440000
505252	chr17	35435001	35445000
505253	chr17	35440001	35450000
505254	chr17	35445001	35455000
505255	chr17	35450001	35460000
505256	chr17	35455001	35465000
505257	chr17	35460001	35470000
505258	chr17	35465001	35475000
505259	chr17	35470001	35480000
505260	chr17	35475001	35485000
505261	chr17	35480001	35490000
505262	chr17	35485001	35495000
505263	chr17	35490001	35500000
505264	chr17	35495001	35505000
505265	chr17	35500001	35510000
505266	chr17	35505001	35515000
505267	chr17	35510001	35520000
505268	chr17	35515001	35525000
505269	chr17	35520001	35530000
505270	chr17	35525001	35535000
505271	chr17	35530001	35540000
505272	chr17	35535001	35545000
505273	chr17	35540001	35550000
505274	chr17	35545001	35555000
505275	chr17	35550001	35560000
505276	chr17	35555001	35565000
505277	chr17	35560001	35570000
505278	chr17	35565001	35575000
505279	chr17	35570001	35580000
505280	chr17	35575001	35585000
505281	chr17	35580001	35590000
505282	chr17	35585001	35595000
505283	chr17	35590001	35600000
505284	chr17	35595001	35605000
505285	chr17	35600001	35610000
505286	chr17	35605001	35615000
505287	chr17	35610001	35620000
505288	chr17	35615001	35625000
505289	chr17	35620001	35630000
505290	chr17	35625001	35635000
505291	chr17	35630001	35640000
505292	chr17	35635001	35645000
505293	chr17	35640001	35650000
505294	chr17	35645001	35655000
505295	chr17	35650001	35660000
505296	chr17	35655001	35665000
505297	chr17	35660001	35670000
505298	chr17	35665001	35675000
505299	chr17	35670001	35680000
505300	chr17	35675001	35685000
505301	chr17	35680001	35690000
505302	chr17	35685001	35695000
505303	chr17	35690001	35700000
505304	chr17	35695001	35705000
505305	chr17	35700001	35710000
505306	chr17	35705001	35715000
505307	chr17	35710001	35720000
505308	chr17	35715001	35725000
505309	chr17	35720001	35730000
505310	chr17	35725001	35735000
505311	chr17	35730001	35740000
505312	chr17	35735001	35745000
505313	chr17	35740001	35750000
505314	chr17	35745001	35755000
505315	chr17	35750001	35760000
505316	chr17	35755001	35765000
505317	chr17	35760001	35770000
505318	chr17	35765001	35775000
505319	chr17	35770001	35780000
505320	chr17	35775001	35785000
505321	chr17	35780001	35790000
505322	chr17	35785001	35795000
505323	chr17	35790001	35800000
505324	chr17	35795001	35805000
505325	chr17	35800001	35810000
505326	chr17	35805001	35815000
505327	chr17	35810001	35820000
505328	chr17	35815001	35825000
505329	chr17	35820001	35830000
505330	chr17	35825001	35835000
505331	chr17	35830001	35840000
505332	chr17	35835001	35845000
505333	chr17	35840001	35850000
505334	chr17	35845001	35855000
505335	chr17	35850001	35860000
505336	chr17	35855001	35865000
505337	chr17	35860001	35870000
505338	chr17	35865001	35875000
505339	chr17	35870001	35880000
505340	chr17	35875001	35885000
505341	chr17	35880001	35890000
505342	chr17	35885001	35895000
505343	chr17	35890001	35900000
505344	chr17	35895001	35905000
505345	chr17	35900001	35910000
505346	chr17	35905001	35915000
505347	chr17	35910001	35920000
505348	chr17	35915001	35925000
505349	chr17	35920001	35930000
505350	chr17	35925001	35935000
505351	chr17	35930001	35940000
505352	chr17	35935001	35945000
505353	chr17	35940001	35950000
505354	chr17	35945001	35955000
505355	chr17	35950001	35960000
505356	chr17	35955001	35965000
505357	chr17	35960001	35970000
505358	chr17	35965001	35975000
505359	chr17	35970001	35980000
505360	chr17	35975001	35985000
505361	chr17	35980001	35990000
505362	chr17	35985001	35995000
505363	chr17	35990001	36000000
505364	chr17	35995001	36005000
505365	chr17	36000001	36010000
505366	chr17	36005001	36015000
505367	chr17	36010001	36020000
505368	chr17	36015001	36025000
505369	chr17	36020001	36030000
505370	chr17	36025001	36035000
505371	chr17	36030001	36040000
505372	chr17	36035001	36045000
505373	chr17	36040001	36050000
505374	chr17	36045001	36055000
505375	chr17	36050001	36060000
505376	chr17	36055001	36065000
505377	chr17	36060001	36070000
505378	chr17	36065001	36075000
505379	chr17	36070001	36080000
505380	chr17	36075001	36085000
505381	chr17	36080001	36090000
505382	chr17	36085001	36095000
505383	chr17	36090001	36100000
505384	chr17	36095001	36105000
505385	chr17	36100001	36110000
505386	chr17	36105001	36115000
505387	chr17	36110001	36120000
505388	chr17	36115001	36125000
505389	chr17	36120001	36130000
505390	chr17	36125001	36135000
505391	chr17	36130001	36140000
505392	chr17	36135001	36145000
505393	chr17	36140001	36150000
505394	chr17	36145001	36155000
505395	chr17	36150001	36160000
505396	chr17	36155001	36165000
505397	chr17	36160001	36170000
505398	chr17	36165001	36175000
505399	chr17	36170001	36180000
505400	chr17	36175001	36185000
505401	chr17	36180001	36190000
505402	chr17	36185001	36195000
505403	chr17	36190001	36200000
505404	chr17	36195001	36205000
505405	chr17	36200001	36210000
505406	chr17	36205001	36215000
505407	chr17	36210001	36220000
505408	chr17	36215001	36225000
505409	chr17	36220001	36230000
505410	chr17	36225001	36235000
505411	chr17	36230001	36240000
505412	chr17	36235001	36245000
505413	chr17	36240001	36250000
505414	chr17	36245001	36255000
505415	chr17	36250001	36260000
505416	chr17	36255001	36265000
505417	chr17	36260001	36270000
505418	chr17	36265001	36275000
505419	chr17	36270001	36280000
505420	chr17	36275001	36285000
505421	chr17	36280001	36290000
505422	chr17	36285001	36295000
505423	chr17	36290001	36300000
505424	chr17	36295001	36305000
505425	chr17	36300001	36310000
505426	chr17	36305001	36315000
505427	chr17	36310001	36320000
505428	chr17	36315001	36325000
505429	chr17	36320001	36330000
505430	chr17	36325001	36335000
505431	chr17	36330001	36340000
505432	chr17	36335001	36345000
505433	chr17	36340001	36350000
505434	chr17	36345001	36355000
505435	chr17	36350001	36360000
505436	chr17	36355001	36365000
505437	chr17	36360001	36370000
505438	chr17	36365001	36375000
505439	chr17	36370001	36380000
505440	chr17	36375001	36385000
505441	chr17	36380001	36390000
505442	chr17	36385001	36395000
505443	chr17	36390001	36400000
505444	chr17	36395001	36405000
505445	chr17	36400001	36410000
505446	chr17	36405001	36415000
505447	chr17	36410001	36420000
505448	chr17	36415001	36425000
505449	chr17	36420001	36430000
505450	chr17	36425001	36435000
505451	chr17	36430001	36440000
505452	chr17	36435001	36445000
505453	chr17	36440001	36450000
505454	chr17	36445001	36455000
505455	chr17	36450001	36460000
505456	chr17	36455001	36465000
505457	chr17	36460001	36470000
505458	chr17	36465001	36475000
505459	chr17	36470001	36480000
505460	chr17	36475001	36485000
505461	chr17	36480001	36490000
505462	chr17	36485001	36495000
505463	chr17	36490001	36500000
505464	chr17	36495001	36505000
505465	chr17	36500001	36510000
505466	chr17	36505001	36515000
505467	chr17	36510001	36520000
505468	chr17	36515001	36525000
505469	chr17	36520001	36530000
505470	chr17	36525001	36535000
505471	chr17	36530001	36540000
505472	chr17	36535001	36545000
505473	chr17	36540001	36550000
505474	chr17	36545001	36555000
505475	chr17	36550001	36560000
505476	chr17	36555001	36565000
505477	chr17	36560001	36570000
505478	chr17	36565001	36575000
505479	chr17	36570001	36580000
505480	chr17	36575001	36585000
505481	chr17	36580001	36590000
505482	chr17	36585001	36595000
505483	chr17	36590001	36600000
505484	chr17	36595001	36605000
505485	chr17	36600001	36610000
505486	chr17	36605001	36615000
505487	chr17	36610001	36620000
505488	chr17	36615001	36625000
505489	chr17	36620001	36630000
505490	chr17	36625001	36635000
505491	chr17	36630001	36640000
505492	chr17	36635001	36645000
505493	chr17	36640001	36650000
505494	chr17	36645001	36655000
505495	chr17	36650001	36660000
505496	chr17	36655001	36665000
505497	chr17	36660001	36670000
505498	chr17	36665001	36675000
505499	chr17	36670001	36680000
505500	chr17	36675001	36685000
505501	chr17	36680001	36690000
505502	chr17	36685001	36695000
505503	chr17	36690001	36700000
505504	chr17	36695001	36705000
505505	chr17	36700001	36710000
505506	chr17	36705001	36715000
505507	chr17	36710001	36720000
505508	chr17	36715001	36725000
505509	chr17	36720001	36730000
505510	chr17	36725001	36735000
505511	chr17	36730001	36740000
505512	chr17	36735001	36745000
505513	chr17	36740001	36750000
505514	chr17	36745001	36755000
505515	chr17	36750001	36760000
505516	chr17	36755001	36765000
505517	chr17	36760001	36770000
505518	chr17	36765001	36775000
505519	chr17	36770001	36780000
505520	chr17	36775001	36785000
505521	chr17	36780001	36790000
505522	chr17	36785001	36795000
505523	chr17	36790001	36800000
505524	chr17	36795001	36805000
505525	chr17	36800001	36810000
505526	chr17	36805001	36815000
505527	chr17	36810001	36820000
505528	chr17	36815001	36825000
505529	chr17	36820001	36830000
505530	chr17	36825001	36835000
505531	chr17	36830001	36840000
505532	chr17	36835001	36845000
505533	chr17	36840001	36850000
505534	chr17	36845001	36855000
505535	chr17	36850001	36860000
505536	chr17	36855001	36865000
505537	chr17	36860001	36870000
505538	chr17	36865001	36875000
505539	chr17	36870001	36880000
505540	chr17	36875001	36885000
505541	chr17	36880001	36890000
505542	chr17	36885001	36895000
505543	chr17	36890001	36900000
505544	chr17	36895001	36905000
505545	chr17	36900001	36910000
505546	chr17	36905001	36915000
505547	chr17	36910001	36920000
505548	chr17	36915001	36925000
505549	chr17	36920001	36930000
505550	chr17	36925001	36935000
505551	chr17	36930001	36940000
505552	chr17	36935001	36945000
505553	chr17	36940001	36950000
505554	chr17	36945001	36955000
505555	chr17	36950001	36960000
505556	chr17	36955001	36965000
505557	chr17	36960001	36970000
505558	chr17	36965001	36975000
505559	chr17	36970001	36980000
505560	chr17	36975001	36985000
505561	chr17	36980001	36990000
505562	chr17	36985001	36995000
505563	chr17	36990001	37000000
505564	chr17	36995001	37005000
505565	chr17	37000001	37010000
505566	chr17	37005001	37015000
505567	chr17	37010001	37020000
505568	chr17	37015001	37025000
505569	chr17	37020001	37030000
505570	chr17	37025001	37035000
505571	chr17	37030001	37040000
505572	chr17	37035001	37045000
505573	chr17	37040001	37050000
505574	chr17	37045001	37055000
505575	chr17	37050001	37060000
505576	chr17	37055001	37065000
505577	chr17	37060001	37070000
505578	chr17	37065001	37075000
505579	chr17	37070001	37080000
505580	chr17	37075001	37085000
505581	chr17	37080001	37090000
505582	chr17	37085001	37095000
505583	chr17	37090001	37100000
505584	chr17	37095001	37105000
505585	chr17	37100001	37110000
505586	chr17	37105001	37115000
505587	chr17	37110001	37120000
505588	chr17	37115001	37125000
505589	chr17	37120001	37130000
505590	chr17	37125001	37135000
505591	chr17	37130001	37140000
505592	chr17	37135001	37145000
505593	chr17	37140001	37150000
505594	chr17	37145001	37155000
505595	chr17	37150001	37160000
505596	chr17	37155001	37165000
505597	chr17	37160001	37170000
505598	chr17	37165001	37175000
505599	chr17	37170001	37180000
505600	chr17	37175001	37185000
505601	chr17	37180001	37190000
505602	chr17	37185001	37195000
505603	chr17	37190001	37200000
505604	chr17	37195001	37205000
505605	chr17	37200001	37210000
505606	chr17	37205001	37215000
505607	chr17	37210001	37220000
505608	chr17	37215001	37225000
505609	chr17	37220001	37230000
505610	chr17	37225001	37235000
505611	chr17	37230001	37240000
505612	chr17	37235001	37245000
505613	chr17	37240001	37250000
505614	chr17	37245001	37255000
505615	chr17	37250001	37260000
505616	chr17	37255001	37265000
505617	chr17	37260001	37270000
505618	chr17	37265001	37275000
505619	chr17	37270001	37280000
505620	chr17	37275001	37285000
505621	chr17	37280001	37290000
505622	chr17	37285001	37295000
505623	chr17	37290001	37300000
505624	chr17	37295001	37305000
505625	chr17	37300001	37310000
505626	chr17	37305001	37315000
505627	chr17	37310001	37320000
505628	chr17	37315001	37325000
505629	chr17	37320001	37330000
505630	chr17	37325001	37335000
505631	chr17	37330001	37340000
505632	chr17	37335001	37345000
505633	chr17	37340001	37350000
505634	chr17	37345001	37355000
505635	chr17	37350001	37360000
505636	chr17	37355001	37365000
505637	chr17	37360001	37370000
505638	chr17	37365001	37375000
505639	chr17	37370001	37380000
505640	chr17	37375001	37385000
505641	chr17	37380001	37390000
505642	chr17	37385001	37395000
505643	chr17	37390001	37400000
505644	chr17	37395001	37405000
505645	chr17	37400001	37410000
505646	chr17	37405001	37415000
505647	chr17	37410001	37420000
505648	chr17	37415001	37425000
505649	chr17	37420001	37430000
505650	chr17	37425001	37435000
505651	chr17	37430001	37440000
505652	chr17	37435001	37445000
505653	chr17	37440001	37450000
505654	chr17	37445001	37455000
505655	chr17	37450001	37460000
505656	chr17	37455001	37465000
505657	chr17	37460001	37470000
505658	chr17	37465001	37475000
505659	chr17	37470001	37480000
505660	chr17	37475001	37485000
505661	chr17	37480001	37490000
505662	chr17	37485001	37495000
505663	chr17	37490001	37500000
505664	chr17	37495001	37505000
505665	chr17	37500001	37510000
505666	chr17	37505001	37515000
505667	chr17	37510001	37520000
505668	chr17	37515001	37525000
505669	chr17	37520001	37530000
505670	chr17	37525001	37535000
505671	chr17	37530001	37540000
505672	chr17	37535001	37545000
505673	chr17	37540001	37550000
505674	chr17	37545001	37555000
505675	chr17	37550001	37560000
505676	chr17	37555001	37565000
505677	chr17	37560001	37570000
505678	chr17	37565001	37575000
505679	chr17	37570001	37580000
505680	chr17	37575001	37585000
505681	chr17	37580001	37590000
505682	chr17	37585001	37595000
505683	chr17	37590001	37600000
505684	chr17	37595001	37605000
505685	chr17	37600001	37610000
505686	chr17	37605001	37615000
505687	chr17	37610001	37620000
505688	chr17	37615001	37625000
505689	chr17	37620001	37630000
505690	chr17	37625001	37635000
505691	chr17	37630001	37640000
505692	chr17	37635001	37645000
505693	chr17	37640001	37650000
505694	chr17	37645001	37655000
505695	chr17	37650001	37660000
505696	chr17	37655001	37665000
505697	chr17	37660001	37670000
505698	chr17	37665001	37675000
505699	chr17	37670001	37680000
505700	chr17	37675001	37685000
505701	chr17	37680001	37690000
505702	chr17	37685001	37695000
505703	chr17	37690001	37700000
505704	chr17	37695001	37705000
505705	chr17	37700001	37710000
505706	chr17	37705001	37715000
505707	chr17	37710001	37720000
505708	chr17	37715001	37725000
505709	chr17	37720001	37730000
505710	chr17	37725001	37735000
505711	chr17	37730001	37740000
505712	chr17	37735001	37745000
505713	chr17	37740001	37750000
505714	chr17	37745001	37755000
505715	chr17	37750001	37760000
505716	chr17	37755001	37765000
505717	chr17	37760001	37770000
505718	chr17	37765001	37775000
505719	chr17	37770001	37780000
505720	chr17	37775001	37785000
505721	chr17	37780001	37790000
505722	chr17	37785001	37795000
505723	chr17	37790001	37800000
505724	chr17	37795001	37805000
505725	chr17	37800001	37810000
505726	chr17	37805001	37815000
505727	chr17	37810001	37820000
505728	chr17	37815001	37825000
505729	chr17	37820001	37830000
505730	chr17	37825001	37835000
505731	chr17	37830001	37840000
505732	chr17	37835001	37845000
505733	chr17	37840001	37850000
505734	chr17	37845001	37855000
505735	chr17	37850001	37860000
505736	chr17	37855001	37865000
505737	chr17	37860001	37870000
505738	chr17	37865001	37875000
505739	chr17	37870001	37880000
505740	chr17	37875001	37885000
505741	chr17	37880001	37890000
505742	chr17	37885001	37895000
505743	chr17	37890001	37900000
505744	chr17	37895001	37905000
505745	chr17	37900001	37910000
505746	chr17	37905001	37915000
505747	chr17	37910001	37920000
505748	chr17	37915001	37925000
505749	chr17	37920001	37930000
505750	chr17	37925001	37935000
505751	chr17	37930001	37940000
505752	chr17	37935001	37945000
505753	chr17	37940001	37950000
505754	chr17	37945001	37955000
505755	chr17	37950001	37960000
505756	chr17	37955001	37965000
505757	chr17	37960001	37970000
505758	chr17	37965001	37975000
505759	chr17	37970001	37980000
505760	chr17	37975001	37985000
505761	chr17	37980001	37990000
505762	chr17	37985001	37995000
505763	chr17	37990001	38000000
505764	chr17	37995001	38005000
505765	chr17	38000001	38010000
505766	chr17	38005001	38015000
505767	chr17	38010001	38020000
505768	chr17	38015001	38025000
505769	chr17	38020001	38030000
505770	chr17	38025001	38035000
505771	chr17	38030001	38040000
505772	chr17	38035001	38045000
505773	chr17	38040001	38050000
505774	chr17	38045001	38055000
505775	chr17	38050001	38060000
505776	chr17	38055001	38065000
505777	chr17	38060001	38070000
505778	chr17	38065001	38075000
505779	chr17	38070001	38080000
505780	chr17	38075001	38085000
505781	chr17	38080001	38090000
505782	chr17	38085001	38095000
505783	chr17	38090001	38100000
505784	chr17	38095001	38105000
505785	chr17	38100001	38110000
505786	chr17	38105001	38115000
505787	chr17	38110001	38120000
505788	chr17	38115001	38125000
505789	chr17	38120001	38130000
505790	chr17	38125001	38135000
505791	chr17	38130001	38140000
505792	chr17	38135001	38145000
505793	chr17	38140001	38150000
505794	chr17	38145001	38155000
505795	chr17	38150001	38160000
505796	chr17	38155001	38165000
505797	chr17	38160001	38170000
505798	chr17	38165001	38175000
505799	chr17	38170001	38180000
505800	chr17	38175001	38185000
505801	chr17	38180001	38190000
505802	chr17	38185001	38195000
505803	chr17	38190001	38200000
505804	chr17	38195001	38205000
505805	chr17	38200001	38210000
505806	chr17	38205001	38215000
505807	chr17	38210001	38220000
505808	chr17	38215001	38225000
505809	chr17	38220001	38230000
505810	chr17	38225001	38235000
505811	chr17	38230001	38240000
505812	chr17	38235001	38245000
505813	chr17	38240001	38250000
505814	chr17	38245001	38255000
505815	chr17	38250001	38260000
505816	chr17	38255001	38265000
505817	chr17	38260001	38270000
505818	chr17	38265001	38275000
505819	chr17	38270001	38280000
505820	chr17	38275001	38285000
505821	chr17	38280001	38290000
505822	chr17	38285001	38295000
505823	chr17	38290001	38300000
505824	chr17	38295001	38305000
505825	chr17	38300001	38310000
505826	chr17	38305001	38315000
505827	chr17	38310001	38320000
505828	chr17	38315001	38325000
505829	chr17	38320001	38330000
505830	chr17	38325001	38335000
505831	chr17	38330001	38340000
505832	chr17	38335001	38345000
505833	chr17	38340001	38350000
505834	chr17	38345001	38355000
505835	chr17	38350001	38360000
505836	chr17	38355001	38365000
505837	chr17	38360001	38370000
505838	chr17	38365001	38375000
505839	chr17	38370001	38380000
505840	chr17	38375001	38385000
505841	chr17	38380001	38390000
505842	chr17	38385001	38395000
505843	chr17	38390001	38400000
505844	chr17	38395001	38405000
505845	chr17	38400001	38410000
505846	chr17	38405001	38415000
505847	chr17	38410001	38420000
505848	chr17	38415001	38425000
505849	chr17	38420001	38430000
505850	chr17	38425001	38435000
505851	chr17	38430001	38440000
505852	chr17	38435001	38445000
505853	chr17	38440001	38450000
505854	chr17	38445001	38455000
505855	chr17	38450001	38460000
505856	chr17	38455001	38465000
505857	chr17	38460001	38470000
505858	chr17	38465001	38475000
505859	chr17	38470001	38480000
505860	chr17	38475001	38485000
505861	chr17	38480001	38490000
505862	chr17	38485001	38495000
505863	chr17	38490001	38500000
505864	chr17	38495001	38505000
505865	chr17	38500001	38510000
505866	chr17	38505001	38515000
505867	chr17	38510001	38520000
505868	chr17	38515001	38525000
505869	chr17	38520001	38530000
505870	chr17	38525001	38535000
505871	chr17	38530001	38540000
505872	chr17	38535001	38545000
505873	chr17	38540001	38550000
505874	chr17	38545001	38555000
505875	chr17	38550001	38560000
505876	chr17	38555001	38565000
505877	chr17	38560001	38570000
505878	chr17	38565001	38575000
505879	chr17	38570001	38580000
505880	chr17	38575001	38585000
505881	chr17	38580001	38590000
505882	chr17	38585001	38595000
505883	chr17	38590001	38600000
505884	chr17	38595001	38605000
505885	chr17	38600001	38610000
505886	chr17	38605001	38615000
505887	chr17	38610001	38620000
505888	chr17	38615001	38625000
505889	chr17	38620001	38630000
505890	chr17	38625001	38635000
505891	chr17	38630001	38640000
505892	chr17	38635001	38645000
505893	chr17	38640001	38650000
505894	chr17	38645001	38655000
505895	chr17	38650001	38660000
505896	chr17	38655001	38665000
505897	chr17	38660001	38670000
505898	chr17	38665001	38675000
505899	chr17	38670001	38680000
505900	chr17	38675001	38685000
505901	chr17	38680001	38690000
505902	chr17	38685001	38695000
505903	chr17	38690001	38700000
505904	chr17	38695001	38705000
505905	chr17	38700001	38710000
505906	chr17	38705001	38715000
505907	chr17	38710001	38720000
505908	chr17	38715001	38725000
505909	chr17	38720001	38730000
505910	chr17	38725001	38735000
505911	chr17	38730001	38740000
505912	chr17	38735001	38745000
505913	chr17	38740001	38750000
505914	chr17	38745001	38755000
505915	chr17	38750001	38760000
505916	chr17	38755001	38765000
505917	chr17	38760001	38770000
505918	chr17	38765001	38775000
505919	chr17	38770001	38780000
505920	chr17	38775001	38785000
505921	chr17	38780001	38790000
505922	chr17	38785001	38795000
505923	chr17	38790001	38800000
505924	chr17	38795001	38805000
505925	chr17	38800001	38810000
505926	chr17	38805001	38815000
505927	chr17	38810001	38820000
505928	chr17	38815001	38825000
505929	chr17	38820001	38830000
505930	chr17	38825001	38835000
505931	chr17	38830001	38840000
505932	chr17	38835001	38845000
505933	chr17	38840001	38850000
505934	chr17	38845001	38855000
505935	chr17	38850001	38860000
505936	chr17	38855001	38865000
505937	chr17	38860001	38870000
505938	chr17	38865001	38875000
505939	chr17	38870001	38880000
505940	chr17	38875001	38885000
505941	chr17	38880001	38890000
505942	chr17	38885001	38895000
505943	chr17	38890001	38900000
505944	chr17	38895001	38905000
505945	chr17	38900001	38910000
505946	chr17	38905001	38915000
505947	chr17	38910001	38920000
505948	chr17	38915001	38925000
505949	chr17	38920001	38930000
505950	chr17	38925001	38935000
505951	chr17	38930001	38940000
505952	chr17	38935001	38945000
505953	chr17	38940001	38950000
505954	chr17	38945001	38955000
505955	chr17	38950001	38960000
505956	chr17	38955001	38965000
505957	chr17	38960001	38970000
505958	chr17	38965001	38975000
505959	chr17	38970001	38980000
505960	chr17	38975001	38985000
505961	chr17	38980001	38990000
505962	chr17	38985001	38995000
505963	chr17	38990001	39000000
505964	chr17	38995001	39005000
505965	chr17	39000001	39010000
505966	chr17	39005001	39015000
505967	chr17	39010001	39020000
505968	chr17	39015001	39025000
505969	chr17	39020001	39030000
505970	chr17	39025001	39035000
505971	chr17	39030001	39040000
